review_date,handle,rating,helpfulness_rating,review
"February 24, 2016",Ross,3.0,One,"Here is what I like - the separate tank is a plus.  I like the dispenser vs. using a carafe.  Makes good coffee.  Not that hard to clean. Here is what is wrong - the lid to the tank broke very easily soon after I got this.  (the hinges).  Cheaply made.  The design also allows water to accumulate around the heating element after each pot is made.  Eventually you have to dump out this whole thing or water starts to leak all over your counter.  It did this from the beginning.  Most recently, it sprang some other leak - not of brewed coffee, but somewhere along the tank-to-heating element cycle.  I'm getting a new machine and will donate this to goodwill."
"May 13, 2020",BEE,1.0,,"NEW REVIEW less stars AFTER ONLY 5 WEEKS OF USAGE - I noticed black goo underneath the brew station, upon inspection I noticed the basket reservoir is seeping into the coffee maker where the reservoir rests and the well was filled with black goo where the basket is leaking. BEGINNING TO THINK THIS PRODUCT WAS A HUGE WASTE OF MONEY sticker says one hand - only 2 of the 4 legs have rubber pads and the coffee pots slides.  have to hold the coffee pot in place in order to push cup to get coffee.  maybe mine is just defective but it is frustrating"
"February 6, 2019",Rick,1.0,,"This is the worst coffee maker  I have ever owned. Several issues. The cup always slips off the push lever to pour the coffee. It has this hard plastic ridge that the cup clips on. The plate at the bottom is too small to hold your cup.  The on button has this rubber in it that started peeling off. The Hamilton Beach lettering started wearing off so it looks crappy. Yiu can never tell how much coffee is left because after just one use the indicator has coffee residue on it. If you run out of coffee and don't realize it, after o ly a fre minutes any little bit of coffee burns on the plate really bad. And, it takes forever for this coffeemaker to brew a cup of coffee. The reservoir always looks crooked because it leans out. And its noisy, even when it's done brewing, it continues to make a noise. On the upside, it does keep the coffee hot, but the coffee tastes old pretty quick."
"November 27, 2017",Bean,4.0,2,"We have had a few of these over about a 15 yr period, along with other coffee makers but I like the fact that you can pull off the container on the side and fill it up, the biggest downside to the unit is under the pot between the heating element there are two reservoir's that fill with condensate that you have to soak up with a washcloth or something daily, if you forget you will have a huge wet mess everywhere, but the pot always makes a perfect cup every time!"
"June 11, 2021",Christina Jones,1.0,,"The flavor, timer and usage is great. But no matter what cup I try I put up against the button and it LEAKS ALL OVER so I have to hold a wash cloth at the bottom of cup while trying to dispense my hot coffee. I I’ll be tossing in the trash because it is past my return policy."
"February 9, 2014",Elaine M,5.0,,"I purchased the Hamilton Beach Brewstation at a local store but a different model, and when I opened it and saw how wide it was I was very disappointed since it just did not look good sitting on my kitchen counter taking a lot of space up so I returned it.  After looking on Amazon at the different models I purchased this model, took it out and placed it on my counter but it did not fit underneath my cabinets, Amazon's measurements were not accurate.  But I found a spot for it and honestly I rated this a 5 star, it is great easy to use coffee taste great and I love placing my cup pushing the bar and getting a fresh cup of coffee instantly.  Also no carafe to break or stain anymore.  I read some of the ratings and was uneasy about buying this some rated a lot of spilling or water on counter.  I don't find that at all.  When you pour your water in I use a pitcher with a spout and also when you push your cup against that bar, there is more then enough room for the coffee to pour into your cup, never misses!  Great buy I would recommend without any hesitation!"
"March 18, 2020",The Music Doctor,2.0,,"Seemed like a good idea. It seemed like a cool new option.  I had always had the regular Mr. Coffee drip maker.  This unit worked OK for a while, then I realized that about every 3rd batch tasted like crap.  then I realized that it was leaking internally and leaving a black gummy mess underneath the unit.  WTF?  I dealt with it for a couple months, then threw it away (after only 4 months).  Went back to the regular 12 cup Mr Coffee.  Couldn't be happier now."
"October 17, 2020",Karen,1.0,,"This is the second coffee maker in this model that leaks.  In July we exchanged the first one purchased in June for our RV because it leaked, and our bad we didn't try it out before camping again in Oct. only to discover it leaks as well, and now the return window is closed. The leak is around the dispenser above the button to push to fill your cup.  Runs down the front into the catch basin and makes a big mess.  Have to use paper towels to catch the leaks when filling our cups. This is so disappointing as we owned this same model of coffee maker for many, many years and never had a problem with it until it died."
"April 28, 2021",Shannon Cooper,1.0,,"We used the coffee pot for the very first time and left for work. What coffee was left in the reservoir leaked thru the downspout all over my counter. It was flooded with coffee when I got home. Apparently we have to drain all coffee from the reservoir each morning so it doesnt flood our countertops. Not happy. Aside from that, its a nice looking coffee pot but super bummed out."
"July 14, 2016",MS,4.0,,"We love this coffee maker! It is easy to use and clear instructions are included. Easy to clean also, which helps. It is nice that the water/coffee is all kept inside the machine and you just fill your cup below. It is tall enough to fill a travel mug. The one thing I wish it had that it doesn't is a light where you fill your mug. Our machine is kept in a dark corner and there is no sound when the coffee is coming out and you can't really see into the mug, so one day my husband overfilled his mug and we had coffee all over the counter."
"January 3, 2020",EJ,4.0,,"Easy to use. Works well. Good use a light in the area of where the coffee streams out into the cup. Beware that when you do push your cup to get coffee, the machine moves unless already against a wall. Simply to clean, easy to set time and timers. Overall a very good buy if you compare it to the Cuisinart one which costs an extra $30 and doesn't have a light either."
"November 25, 2020",s,3.0,,"If the coffee flavor is good, and keeps the coffee warm, then what's the problem? I love the fact that I brew several cups of coffee at once, but can pour one cup of coffee at a time. Unfortunately, every time that you do this , it leaks...and leaks...and leaks- all over the counter and with each cup of coffee. I do not understand why Hamilton Beach does not address this short coming.  My only conclusion is a flaw in a design that they choose not to support. This would be a great product if the leaking was fixed."
"December 11, 2020",HB,1.0,,"This was my third time trying this coffee maker.  The two prior ones started leaking after a few months.  Big mess, not worth the trouble.  Decided to give it one more try and purchased another one which was damaged in delivery.  Secured a refund and will now buy another brand."
"January 9, 2013",Morgan County,5.0,,"I have used the Hamilton Beach brew station for years.  I love that the coffee never tastes burned and you are not dealing with a glass container. My previous problem with this coffee maker was that it did not have the cup calibrations inside the water tank.  I fill the water tank with my kitchen sink faucel spray and I often make more coffee before the previous batch is completely gone.  For this reason I need the calibration inside the tank and with this model, after years of guessing, they finally have it. Now, my only complaint is that you can not turn it on once the stay warm time is done.  My husband accidently shut it off and couldn't get it back on.  It won't let you do this unless you make more coffee.  I have had to trick it by adding a cup of water to get it to  turn on.  I do not see a reason for this.  It's probably some safety feature for stupid people who probably shouldn't be operating this kind of complicated machinery anyway. But all in all, I love this product and this model has many improvements over  previously years."
"June 15, 2020",Marta,3.0,,I love the look it's very nice looking. Love the metal carafe that won't break. Coffee tastes great. But don't like that it doesn't stay on to keep coffee warm. After first cup. We have to put coffee in microwave each time we serve it. Not hot enough. It would be perfect if it stayed on to keep coffee hot.
"December 6, 2020",Ramona Gutierrez,1.0,,I have owned 3 of these machines in the last few years and they are great but unfortunately end with the same result. I give 1 star because the machines last maybe 3-4 months before they start leaking from the heating plate. The rubber molding underneath the heating plate does not hold up well and causes the coffee to seep through making a big mess everywhere. Again I have owned 3 of these with the same result. The last one I bought was at a store a month ago and I just threw that one away 2 days ago due to the same problem. I will no longer buy them as they should last longer for the price they are charging!
"November 29, 2020",Bradley D Steele,4.0,,"This purchase was to replace an older Hamilton Beach model we had for 15+ years. The quality of the coffee made is the same between the old and new models. I don't like how you can easily bump the time buttons and accidentally change the time. Not good when you use the timer. Another thing we noticed is at the end of filling a cup, the nozzle drips and runs down the back panel. I have it propped up in the back 1/4"" and the last bits now drip in the cup. These were not issues with our old model.  If these 2 items were not issues, I would have given 5 stars all around. I would recommend this product."
"March 9, 2020",L. Davidson,2.0,,We always purchased Hamilton Beach products. This coffee pot was a disappointment. First day to try it and it leaked really bad. We emptied it and looked closely to make sure we removed all tape from shipping. We didn’t find any thing. Tried once more and again it made a huge mess. We put it back in the box and I went online to order a different one.
"January 6, 2018",Amber,5.0,3,"I love this coffee maker because it can be taken apart and rinsed each day, without unplugging the coffee maker and bringing to the sink to clean out. My previous coffee maker had crevices, and was very difficult to clean. That nastiness ended up in our coffee, so I went with the Hamilton Beach dispenser type. We really love it, but be cautious about leaving it on when the coffee reaches a certain level, as it will burn on the metal heating element."
"September 30, 2013",Scott and Anna Olson,3.0,,"There are a lot of reviews on this coffee maker so I don't feel I need to say much.  It's an okay machine in that it makes good tasting coffee.  It's programmable and has nice features like a bold setting.  The clock is easy to read.  You can easily refill your cup with the press of a button.  However, I don't think I'd recommend it to others because of two things.  First of all, I don't like the main section of the maker - where the brewed coffee is stored.  It's not easy to pour water out of it into the actual machine and it's not easy to clean that section either.  It's just awkwardly shaped.  Second of all, the coffee maker just doesn't make very hot coffee.  It's barely steaming after I add a couple teaspoons of creamer.  I like hot coffee - not lukewarm coffee.  So... in summary, the machine works well enough but I can't recommend it for the previously mentioned reasons. I bought the Hamilton Beach 80675 Gold Tone Filter to use with this machine and it fits perfectly.  That, I like.  :)"
"September 5, 2018",Rhod Enlund,5.0,,"There is nothing i don't like about this machine. Perfect coffee, the 4 hr that keeps it hot is great for someone who drinks it all day. It also is great if you want to have iced coffee. You can program it so when it stops brewing, it shuts it self off. It does help if you put a small piece of foam under it as it has a tendency to move when you dispense."
"November 13, 2019",Mom,2.0,,"This is a replacement item, same make/model, but at least a 15 year upgrade.  We loved our previous Hamilton Beach self-serve coffee maker.  This newer version is TOO NOISY, it seem to constantly search and gurgle for water for a couple hours after it's made coffee.  And just recently, coffee is tasting burned.  The coffee maker doesn't turn off after the 4 hour setting which is scary.  It also doesn't make a full 12 cups as our previous coffee maker.  The only positive thing I can say is it's a nice design and it's easy to clean."
"March 27, 2016",Moogie,5.0,,"Every good thing everyone said is true! We got tired of making individual cups with the Keurig & washing out the reusable filter. It was fine before hubby retired. So I got this Hamilton Beach for his birthday along with a gold mesh filter. It makes great coffee on the bold setting, keeps it very warm up to 4 hours without producing a burnt taste & all the pieces are engineered well. The pouring spout doesn't dribble, all parts fit well together. It even has an opening in the back in case you overfill the reservoir, which I so cleaverly found the first time I made a pot! Recommended!"
"February 1, 2021",gina ianacone,2.0,,I should have taken a before and after This thing leaks like a sieve when getting your coffee The coffee comes out from the area where you rest your cup and then flows down all over the place What a mess No other brand carries this style or I This would have been sent back the next day
"February 17, 2018",SuZee,3.0,One,"Update....Customer service is shipping me a new one. She said to cut off the cord and throw the old one away.  Well, that is nice, but since they weren't open on Saturday, we went out and bought another brand at Walmart.  Will keep the new one for a spare I guess. Well, we got this on Jan 7 and today it would not work at all. Face lights up.  Will not turn off unless you unplug it.  Nothing. Feb 19.  Junk.  On hold for product support forever.  Junk. .."
"March 20, 2021",Amazon Customer,3.0,,"Love it, my favorite coffee maker,easy to set up and get my coffee in the morning,,,that was good whileit lasted,,,,now the automatic timer wont work and thats important to me,,,,,for all the money i spent,,,this wasnt a very good coffee pot compared to others i've bought"
"February 28, 2020",liz w.,1.0,,I've been using this coffee pot for three months now. Three months to many it went in the trash can this morning. It's difficult to fill very awkward. Takes it forever to make a pot of coffee. There is always coffee dribbling out down the front of it. I don't know where it comes from but there is always a big puddle ( at least 1/2 cup) of coffee under the pot. You don't want this one!
"August 24, 2016",Irene Morin,5.0,,Hello my peeps the reason I purchased  and gave this coffee maker 5 stars is because the mechanical working is FANTASTIC  and my clients love coffee and sweets  early in the morning . However let me warn you if you purchase be prepared to chase the coffee maker across the table/counter (IT SLIDES) to get a cup of coffee . I do not know what  the problem is I have tried everything from putting towels underneath to backing it against the wall ( NO AVAIL ). The only solution I came up WITH ( SHORT FROM GLUING IT DOWN !!! ) is to hold it in place at the back end of the coffee maker but do it quickly it get hot back there. With a heavy heart I had to return it do to its slipping and sliding I am  afraid  it will tip over somehow  tip over and cause a sever burn . CONCLUSION : THIS COFFEE POT  IS A DANGER TO MY CLIENTS AND SELF !!!!!!!!.
"July 16, 2016",Sandee B,5.0,3,"Love it.  Works great.  Keeps coffee warm for up to 4 hours (or your choice up to 4 hours), has a side part where you put in water (this is an improvement over earlier models), has a nice spout where the coffee comes out one cup at a time, and it will fill taller cups also.  You can choose ""Bold"" if you like stronger coffee.  Just a great machine for us, and I highly recommend it."
"May 11, 2019",KDillon,5.0,,"it was time our old coffee maker died, i look at lots of models and order this one, from warehouse deals,  it showed up in the original box that looked like it had gone to the moon and back, the unit was in perfect shape. But where was the coffee carafe. I looked at a lot of units, and missed that this one has no carafe, wasn't to sure I liked that but decided to give it a try. We love it and would buy again"
"January 24, 2020",Gene,4.0,,Read all the reviews before purchasing and decided to give it a try. I think it keeps the coffee hot enough. It does seem to brew a milder cup (haven't played with the brew strength feature) but that's the way I like it. Have not had a problem with the rubber feet like some folks complain about. I find that I don't have to push very hard to get it to dispense.
"February 26, 2021",Elizabeth A. Doyle,1.0,,"I purchased one and used it for about a year and a half.  It started leaking, and it quit working.  I purchased another one, and after about a year and half, it did the same thing.  I purchased one, which just arrived a week ago, and it is already leaking and the filter is backing up.  I purchased the warranty this time, but after a week?  Really?  I would definitely not recommend.  I want my money back, and I am sorry I purchased the extended warranty."
"May 27, 2015",Mark Baldwin,5.0,,"Build a better mousetrap, er coffee maker and the world will beat a path to your door.  This is by far the most convenient and easiest coffee maker I've even owned.  Certainly from an engineering point of view, it could be improved, but that is always the story.  But when compared to the standard coffee maker, this is definitely a superior design.  It works perfectly and for those that know all the ways you can groggily make mistakes fixing coffee first thing in the morning, this eliminates most of them. If I was going to improve it, here are a few items... - Remove the screw bump on the inside of the hot container to make it easier to clean. - Make it easier to see the brewed coffee level. - Find a way that it is easy to slide when setting up, but difficult to slide when getting the coffee (this is a tricky engineering problem, perhaps impossible)."
"March 4, 2017",Melissa S.,4.0,,"Our previous coffee pot was a Hamilton Beach and we loved it.  Decided to give this one a try.  We were enticed by the features of no carafe and the easy individual cup dispensing.  All functions work as described and overall we are very happy with this product.  Unlike the video which shows ""hands free"" dispensing, we have to hold the base or the top so it does not get pushed back while we dispense the coffee (it is a slow slide backwards but none the less it does not stay in place as demonstrated in the video.) It made me wonder if it was sitting on top of some sort of rubber mat to stop the sliding so I put one under ours and presto magic!  The coffee maker no longer slides when we are ""hands free"" dispensing the coffee!"
"November 5, 2019",Shopalot,1.0,,"I am on my 3rd Hamilton Beach 48465 in three years. I tend to break glass carafes and don't find the thermal pots keep the coffee as hot as I like. I'm a daily coffee drinker and like to bring a mug to work. #1 was replaced after two years when the stream of coffee became so slow I couldn't wait for it. Cleaning the unit with vinegar didn't help so I ordered #2. It started leaking out of the box so I returned it to Amazon for a replacement unit. I received #3 in July 2019. Last week the on/off button went wonky and now only works intermittently. It is past the replacement date for an Amazon return so I have sent a request for a refund from Hamilton Beach. This is the coffeemaker that I hate to love, but after 4 in 5 years I'm going to look for one that can stand the test of time."
"February 18, 2016",Jessica Myers,4.0,One,"I don't like that the words rubbed off of the front pretty much the first time we cleaned it. It also leaks condensation at the bottom now that we've had it for something like 2 years--we put a dish towel underneath it and change that out when we use it, not a big deal, almost no effort. This maker is super convenient though and it DOES keep coffee just as hot as any other maker, if not hotter, in my experience. You can put it on Iced coffee mode, or not, on 1-4 cups, bold, change how long you want it to keep your coffee how (after which it'll shut itself off, so you never need to worry about doing so again). It's programmable, which is convenient, and it's got a little handle inside so that when you're taking it apart to empty it or clean it you're not awkwardly carrying it to the sink (we have a cart for coffee that's not super close to the sink so that's helpful for us)."
"June 3, 2019",bev miller,1.0,,i do not recommend this coffee maker.  i had an earlier version that conked out after about a year but this one only lasted about a month.  despite cleaning and doing all i should do per the instructions it simply will not complete brewing the coffee but i have to keep pushing the button every 5 minutes to restart in order to eek out a small amount.  buyer beware!  get something else!  i am.
"March 2, 2021",idahogirl5,1.0,,Don't buy it.. absolute plastic junk. Bought this at Christmas as we were in process buying new house and our old corroded SAME MODEL needed replaced. SHOULD'VE KEPT IT!!  I just made my 1st pot of coffee today and coffee leaks all around the dispenser button... RUNS OUT!!!  Absolutely disgusted!!! Too late to return..JUNK!!! DON'T BUY IT!!
"May 5, 2019",Julia S.,5.0,,This model is excellent for those who like to have several cups of coffee throughout the morning.  The design keeps the coffee from getting stale and sediment settling at the bottom of the traditional coffee carafe.  Each cup is the right temperature (not too hot nor lukewarm) and a treat to drink.  Plus the design makes coffee prep easy and - if a second pot is wanted - easy to prep another batch.
"January 11, 2018",Asli E,1.0,One,"I bought 2 of these in one year, thinking the first one was just a lemon. Within 2-3 months, both stopped working after moderate use. Coffee would drip messily when the dispenser button was pushed in, then quickly it would not brew at all. Additionally pouring water into the reservoir is always messy due to the poor design."
"October 14, 2020",J. Muri,2.0,,"Overall, I liked most of the features, including the removable water reservoir, ease of cleaning, but brand new leaked from the brewed coffee reservoir onto countertop.  I think the design is good, but the quality of manufacture is definitely lacking"
"February 10, 2021",Kenton Svetek,1.0,,"My product came damaged and broken. I'm not surprised though. The plastic used to make this coffee maker is paper thin. One of the hinges that holds the lid above the basket was already broken upon receiving this product. I will not be surprised when the other side of the hinge breaks as well. I think I could 3D print a better more durable version of this coffee maker on my own. Buyer Beware! Horrible quality and horrible quality control. Yes it does brew a pot of coffee, but I doubt this product lasts more than 6 months. Definitely NOT worth $50 or $60. Don't waste your money on this coffee maker."
"February 28, 2015",Alysia,2.0,One,"I bought this last year, and it has broken multiple times throughout. First, the part where coffee comes out would continuously drip, so every time we made coffee, brewed coffee would pour out without us pushing the button. Then it started burning my coffee grounds, so that smoke started coming out and we could smell burned plastic. At this point, it was still under warranty so I went ahead and contacted Hamilton Beach to replace it. They were prompt about it, so that was good. But a few months after getting my new one, the overheating problem started, so I don't use it anymore. Not worth the price for how much it has malfunctioned on me."
"June 13, 2014",Tinkerhead,4.0,One,"I bought this to have an automatic coffee maker and I thought the lack of caraffe was really cool. The automatic feature is easy to set and works flawlessly.  It's neat to serve a cup of coffee, no mess. It does make the churning noise noted in other reviews.  I haven't done the mod, because it doesn't bother me that much. The biggest complaint I have (loss of 5th star) is the temperature.  It isn't HOT.  It's hot, but if you add a refrigerated creamer, it's not as hot as your standard caraffe maker, and sometimes you need to put the cup in the microwave for a few seconds to heat it back up.  I have found that setting it to brew about 30 minutes before you intend to drink it helps.  It brews at a cooler temperature than it maintains."
"March 7, 2020",Ed41,5.0,,This is the second one I have owned.  I really like it because I don't make as much of a mess filling it with water.  Never was all that coordinated. I find it easy to make coffee and I like the dispensing system as it goes directly into the cup.
"June 23, 2013",Itisi0499,5.0,,"I have seen some bad reviews about products such as this one.From leaking to noise problem. I have to say that I do not understand why. My sister-in-law had one of these years ago, and I have always wanted one. I finally got this one for my birthday. IT MAKES THE BEST COFFEE! It is quiet, and every morning, I wake up,not the loud noise, but to the smell of coffee. The only sound I ever hear from it is when it lets me know that the coffee is made by 1 beep.  As far as leaking, I have had no problem whatsoever with this.  I love this brew-station!  I would totally recommend this product to anyone who loves a good,crisp cup of coffee. I especially like that it has such a long hold time when keeping coffee hot. It is so easy to clean, fill, and not too big for our counter space. It's just an all around great coffee brew station. I did find out though, that it does not take an ordinary reusable coffee filter. The one we had used for another coffee maker was too tall, and the lid on this one did not go down all the way with it. My husband just cut the filter down to size instead of purchasing the Hamilton Beach type, and it works just fine. Happy in Seattle. :)"
"July 16, 2018",J. Allen,2.0,,"This coffee maker never worked properly and I should have returned it quickly, but was lazy. Now it's not working at all. First, the on/off button never worked properly; I had to unplug the unit to turn it off, meaning it was a pain in the butt to make a second batch of coffee and reset all the settings. Now, I get an E03 and after an internet search find no one knows what this code is for! Great job Hamilton Beach."
"November 27, 2017",Mark Twain,5.0,,After three leaky normal coffee pots from three different makers I had to try this.  It makes coffee as fast as any other conventional coffee maker. The warm option allows for four hours of heated UNBURNT coffee.  No leaking on the counter top and no messy pouring.  I found filling the pot to be no problem at all and cleaning not a problem.  I will update if it goes out too soon.  I have no idea why I did not buy this first even at full price it is cheaper than replacing the leaking coffee pots.  I don't know what happend to quality in other makers for conventional drip machines.
"June 10, 2021",Lloyd,3.0,,This is probably the 10th Hamilton Beach Brewstation pot we have purchased over the last 15 years.  We drink a lot of coffee. This one is NOISY.  It constantly sounds like it is trying to brew coffee and just doesn't have enough water.
"September 19, 2015",Cat,5.0,2,"Love it. I researched long and hard for the best coffee machine, and I'm very happy I chose this one. I've had it for about 2 months now. My favorite things about it are: 1. The ""bold"" coffee setting. Tastes like a French press! Very rich and creamy, I absolutely hate ""watery"" coffee. So this is perfect. 2. You don't have to wait for the full amount to be brewed before you can drink. A minute in and there's a cup's worth already available to you. This is possible thanks to the press-and-release coffee spout instead of having to manually pour it from a pot. 3. You can make iced coffee with it. ICED COFFEE PEOPLE. I recommend freezing some leftover coffee in ice cube trays and using those to make it. This is an awesome, sleek looking coffee machine. I would recommend it to anyone."
"January 14, 2021",Anthony 33,3.0,,"This coffee maker was great for the first 12 months,  however after that time, it started leaking the entire water reservoir about once every 2 weeks; other reviews note it leaks after 8 months.  So, for a relatively cheap coffee maker, with some great features,  I would consider this a disposable  product and replace every 9-10 months."
"March 14, 2016",Kandyce Peveto,4.0,,"I have had this coffee maker for about a month now. It is really easy to use. One day my husband brought me a cup of coffee before the bell had chimed indicating the coffee was ready. My coffee was barely warm. So, you want to make sure you wait for the bell to chime before you get a cup or plan to heat it up in the microwave. That process seems to take longer than other coffee makers. The motor that runs to keep the coffee hot is loud and constant. If there are other people talking and/or the tv or radio going or you are in not in the kitchen then you probably won't notice it but on the mornings I am up by myself it is a little annoying. It is loud enough that I am afraid it is going to stop working sooner rather than later. One thing I did not think about before purchasing this coffee maker is the fact that the receptacle the coffee is kept hot in is plastic. This bothers some people and if I had it to do over, I probably would choose a coffee maker with a glass or metal carafe. Overall, for the price, this is a good coffee maker. Time will tell if it was worth the money."
"June 3, 2021",Irene,2.0,,"Less than impressed. I've owned 2 of the brew stations in the past and loved them.  The ""upgrades"" they've made since I purchased my last one a couple of years ago, are awful.  2nd day using it... every time I try to get a cup of coffee, it makes a mess.  Goes not only in the drip pan but all over my counter! Will be going to town this weekend and purchasing a basic coffee maker.  Hamilton Beach has lost me as a Brew Station owner.  So disappointed. ... They should have avoided making their upgrades, as it used to be a great machine!"
"February 9, 2019",Thomas B.,1.0,One,"After less than 2 months (purchased Dec 18, today is Feb 15) the coffee maker is dead in the water. Will not power up, will not do anything. No elecical surge occured and everything else plugged into the same outlet is perfectly fine. This coffee maker was really pretty nice, until it died... Was east to brew, was very east to dispense... But when it will no longer power up its complete trash now."
"January 7, 2020",Amanda Beaty,1.0,,"Then it would not pump the water into the tank. I tried to get the company , but to no avail. I looked up on YouTube, cleaned it, followed all the directions. Finally, I sent it back. I was really sad. I have used the same kind for years, but then they ""improved"" it and it no longer worked!"
"September 17, 2019",tim r.,2.0,One,"bought new brew station after having one for years older model , was great just wore out , new model had some great improvements  except that during keep warm cycle coffee  maker is very noisy with a irritating gurgling sound for 4 hours so not sure why that is with all the other changes they made , called hamilton beach they said that was normal ! hummmm , seems like a step backwards to me ."
"November 7, 2020",Sheila Schetrompf,5.0,,Ove this coffee maker! We have used this brand/style for a really long time. Easy to fill detachable water part and best of all coffee stays in top and you use the dispenser for fresh coffee whenever. We set it to shut off after 2 hours and heat in microwave later when we want some. Tastes just as good as when you first made it! Love love love!
"February 24, 2017",R C Gilbert,5.0,,"I am loving this machine! The coffee does not scorch even when set for 4 hours. I love the bold flavor setting capability, however, it takes a little longer to brew on this setting. The program button is a little tricky because it does not engage immediately (maybe I got a bad one) but I keep at it until it works 8 out of 10 times. Do t let that last comment stop you from purchasing because it is absolutely amazing to just walk to the machine and press your mug against a release panel underneath, and fill it with coffee...heavenly!"
"June 16, 2021",Amazon Customer,1.0,,"When I first bought this 2 months ago, I loved it….it didn’t leak like my older one, and made great coffee. Last week I wanted to use it and it didn’t turn on at all. After going through many attempts and checks, I decided it must be faulty. I went through all the steps to get in touch with Hamilton Beach with no success. Is it too much to ask for a return call?"
"January 9, 2020",Brittany Hardecki,5.0,,"I love this coffee maker! It's our second one now. The first lasted over 4 years. It probably could've lasted longer with a good cleaning of the screen, the coffee began to dribble slowly out so we were having to take out the whole top part to pour coffee efficiently. Again, that's probably on us. It would've been simple to take the screen out and give it a scrub. Otherwise, the only other issue is that it stopped ""warming"" only when you tried to reheat leftover coffee in it. If you hold the power button down for a few seconds, it's supposed to turn the heating element on but not run a new cycle. It started beeping loudly and asking for water when trying to use this feature. Anyway, the new one has had several runs so far and is working just as great! We love it!!!!!"
"March 3, 2014",Ian,4.0,,"Second one I have purchased. The last I owned 5 years. We are rtired and like making a big pot in the morning to share while we watch the news and wake up. Looking around locally, everthing was either a glass pot (not a fan of overcooked coffee) or the new pod type systems. Felt a bit pushed into the pod type-hype. They are very expensive and so are the pods for what you get. If we only drank a cup each in the morning, it might be worth that, but it does not work for us. I went to the HB website and it was double the price from Amazon, I even got a $5 digital coupon with my Amazon. One criticism would be, it is a little taller than the older system, and does not fit under the cabinet of my coffee shrine. You may want to add the height to the details."
"June 28, 2020",MisterB,2.0,,"I regret buying this. It looks nice and the coffee tastes good, but it is very loud as it brews, it has a lot of condensation so the whole thing is dripping wet, and the reservoir is separate from the basket which you have to lift out and it’s dripping wet as well, which is an extra item to deal with."
"December 20, 2019",Amazon Customer,5.0,,Nobody needs a pot or carafe if you're drinking  coffee at home! No pot drips from pouring! Love this coffee pot! Well this pre-made post is exactly what I was thinking of writing! There is no need to have a pot that can break and drip all over your counter or table! Just go up to the pot fill it up your cup and then another cup and another cup!excellent idea I will never buy anything but a brew master as long as it stays in production!
"November 15, 2017",Geeseofbeverlyroad87,2.0,,"Subpar coffee maker with some nice features.I have owned this coffee maker for a little over a year, and finally decided to upgrade. I enjoyed the timed brew feature, which afforded us the luxury of having a “fresh” pot of coffee each morning upon waking. One caveat: the coffee is really bad. I have tried all varieties of beans, and they all taste considerably worse than when brewing with a French press. The coffee maker is also quite difficult to clean sufficiently, which is probably a major factor in the less-than-decent tasting coffee. Finally, the coffee maker does a terrible job keeping the coffee hot. The reservoir has a heating plate built in, but it left a lot to be desired. Generally the coffee was warm at best—certainly not hot. My recommendation would be to steer clear of this coffee maker, unless you’re really adamant about having the timed brew feature and no carafe. Otherwise, opt for something else. 2/5"
"November 17, 2018",GrandpaJesse,4.0,,"This pot brews very good coffee in a short amount of time.  It will keep it warm for up to 4 hrs, you set it how you want it. There is no carafe with this machine, it has a tank that holds the hot coffee.  My only complaint is that I have difficulty pouring the water into the tank without spilling it.  After the 4 hour warmer shuts off I have to pour the coffee into my cup and heat it in the microwave, there is no reheat option.  For the extra price I wish I had just gotten a regular pot with a carafe."
"May 17, 2020",Jerry C Williams,1.0,,"Had this for only about 6 weeks and noticed it started to leak a small amount while brewing. Now, just alittle over 4mo. old , it leaks so badly , we can no longer use. Also bought the 4yr. warranty, which is no help because it's still under the manufacturers warranty. Amazon says to call the provider of the warranty and they said they couldn't help either, so you decide."
"March 1, 2020",LisaG,5.0,,"We have used this same coffee pot for over 10 years. Eventually they will leak from the tank, some issue with a rubber piece that wears out. I don’t care, just get another one. Makes fantastic hot coffee, easy to operate, I highly recommend"
"June 21, 2013",Bluestocking,5.0,,"My other brew station finally ""gave up the ghost"" as my grandmother would say. I am so happy about that! I read the 1 star reviews about the spout being too far back and not centered. This is somewhat true. The spout is further back and not centered, but slightly tilting the cup makes for a perfect pour. I have used a travel mug, large coffee mug and small coffee cup, the coffee poured without spilling and a good half inch from the lip of the cup. If you use dainty cups, this might not be the right brew station for your needs. You don't have to press that hard on the dispenser either. Additionally, the burner is centered so that all the coffee is hot and stays that way. Also, the bucket has water level marks on the inside. The clock light on the front is very bright blue. I'm sure there is a way to dim it, but then I would have to open the manual (as if ). Great brew station!"
"January 27, 2014",Heather Smith,4.0,,"We like this coffee maker fine. Like others have said, it is better in some ways than the old versions (the separate water container was a good idea) but overall I can't say we like it as well as previous models. It is harder to push the coffee dispenser, for example, and takes up more space and so doesn't look as sleek. The light on ours shorted out within a month, but to Amazon and Hamilton Beach's credit they sent us a replacement immediately. This was true even though we bought a refurbished unit. As a side note, we had to replace our previous version because the electronic display stopped working properly (we had had it for a couple of years), so the electronics are definitely a problem with all of these Brewstations. Overall good machine, though, and having the coffee stay warm without (often) burning and having it dispense directly into a cup without mess or spillage outweigh the cons in our minds."
"June 13, 2020",Kathleen Carlton,4.0,,"Great coffee pot however it is lightweight so it slides across the counter when you press your cup to the dispenser lever.  So needs to be against a backsplash or you need to hold onto the unit to stop it from sliding away.  If not for this, I would have given it 5 start."
